Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,City
2.8,-2.1,70,13,48.3,99.74,Cloudy,Caraguatatuba
3.8,-3.2,60,7,48.3,99.64,Cloudy,Capivari
4.3,-2.9,59,9,48.3,99.51,Cloudy,Capinzal
4.4,-1.2,67,13,24.1,99.45,Rain,Capim Grosso
2.5,0.6,87,19,19.3,99.42,Rain,Capelinha
2.2,0.7,90,20,12.9,99.48,Rain,Capela
1.5,0.2,91,19,16.1,99.53,Drizzle,Capão da Canoa
1.3,-0.2,90,13,16.1,99.63,Drizzle,Capâo Bonito
1.3,-0.2,90,11,12.9,99.74,Cloudy,Canoinhas
1.2,-0.3,90,13,9.7,99.86,Fog,Canoas
1.0,-0.5,90,15,9.7,99.92,Fog,Canguçu
1.0,-0.7,88,13,9.7,99.95,Fog,Canela
0.8,-1.0,88,17,11.3,99.99,Cloudy,Cândido Mota
0.6,-1.2,88,15,12.9,100.05,Cloudy,Candelária
0.5,-1.5,86,11,12.9,100.12,Cloudy,Canavieiras
0.4,-1.8,85,17,25.0,100.15,Cloudy,Campo Verde
0.5,-1.9,84,11,25.0,100.19,Cloudy,Campos Novos
0.6,-2.1,82,11,25.0,100.27,Cloudy,Campos Gerais
0.6,-2.1,82,9,25.0,100.35,Snow,Campos do Jordão
0.7,-1.9,83,6,24.1,100.44,Snow,Campos Belos
0.8,-1.6,84,7,24.1,100.52,Snow,Campos
1.5,-1.1,83,6,16.1,100.59,Snow,Campo Mourão
2.5,-1.2,77,9,24.1,100.64,Snow,Campo Largo
3.2,-2.4,67,13,24.1,100.7,Cloudy,Campo Grande
3.6,-2.2,66,9,24.1,100.71,Cloudy,Campo Formoso
3.9,-2.2,64,6,24.1,100.71,Cloudy,Campo Belo
4.2,-2.5,62,13,24.1,100.72,Cloudy,Campinas
4.0,-2.8,61,15,24.1,100.76,Cloudy,Campina Grande do Sul
4.1,-3.5,58,19,24.1,100.81,Cloudy,Cambuí
3.9,-2.8,62,13,24.1,100.87,Cloudy,Cambé
3.5,-4.1,57,24,24.1,100.92,Cloudy,Cambará
3.4,-5.6,52,20,24.1,100.97,Mostly Cloudy,Camaquã
2.9,-5.6,54,19,25.0,101.01,Cloudy,Camanducaia
2.2,-4.7,60,19,25.0,101.07,Cloudy,Camaçari
1.9,-6.3,55,24,25.0,101.11,Mostly Cloudy,Caldas Novas
1.4,-7.4,52,17,25.0,101.14,Mostly Cloudy,Cajuru
0.8,-8.2,51,24,25.0,101.17,Mostly Cloudy,Cajati
0.1,-9.1,50,19,25.0,101.18,Mostly Cloudy,Cajamar
-1.0,-9.8,51,20,25.0,101.21,Mainly Clear,Caieiras
-2.2,-9.7,56,15,25.0,101.22,Clear,Caetité
-3.5,-11.4,54,19,25.0,101.25,Mainly Clear,Caeté
-4.3,-10.8,60,4,25.0,101.33,Mainly Clear,Cachoeiro de Itapemirim
-5.1,-10.4,66,11,24.1,101.32,Clear,Cachoeirinha
-4.8,-10.8,63,13,48.3,101.39,Clear,Cachoeiras de Macacu
-4.3,-10.9,60,15,48.3,101.52,Clear,Cachoeira do Sul
-3.0,-10.4,57,11,48.3,101.56,Clear,Cachoeira
-2.0,-10.1,54,13,48.3,101.63,Clear,Caçapava do Sul
-0.8,-9.5,52,9,48.3,101.62,Clear,Caçapava
0.9,-9.6,45,4,48.3,101.57,Mostly Cloudy,Caçador
1.6,-8.0,49,17,48.3,101.52,Mainly Clear,Cabreúva
3.1,-9.1,40,6,48.3,101.38,Mainly Clear,Cabo Frio
4.4,-8.8,38,17,48.3,101.3,Mainly Clear,Butiá
4.8,-8.9,36,17,48.3,101.26,Mostly Cloudy,Buritizeiro
4.8,-9.3,35,15,48.3,101.26,Mostly Cloudy,Buritis
4.4,-8.6,38,15,48.3,101.24,Mostly Cloudy,Buri
3.9,-7.9,42,11,24.1,101.26,Mostly Cloudy,Buerarema
3.1,-6.7,49,7,25.0,101.29,Mostly Cloudy,Brusque
3.0,-8.4,43,7,25.0,101.3,Mostly Cloudy,Brumado
1.7,-9.0,45,4,25.0,101.32,Cloudy,Brumadinho
0.4,-8.1,53,0,25.0,101.3,Mostly Cloudy,Brotas
1.4,-7.7,51,6,25.0,101.34,Mainly Clear,Brodósqui
1.5,-8.6,47,13,25.0,101.33,Mostly Cloudy,Brasília
1.3,-9.6,44,13,25.0,101.31,Mostly Cloudy,Bragança Paulista
1.3,-9.7,44,11,25.0,101.29,Cloudy,Braço do Norte
0.7,-8.8,49,13,25.0,101.3,Cloudy,Botucatu
-0.9,-8.5,56,13,25.0,101.32,Cloudy,Bom Jesus do Itabapoana
-0.6,-9.2,52,13,25.0,101.3,Cloudy,Bom Jesus da Lapa
-0.5,-9.2,52,15,48.3,101.32,Cloudy,Bom Despacho
-0.3,-9.2,51,19,48.3,101.32,Cloudy,Boituva
0.7,-8.5,50,17,48.3,101.33,Cloudy,Bocaiúva
1.5,-7.8,50,17,48.3,101.34,Mostly Cloudy,Boa Esperança
2.9,-8.1,44,15,48.3,101.3,Mainly Clear,Blumenau
4.6,-9.7,35,7,48.3,101.24,Clear,Biritiba Mirim
6.4,-7.1,37,11,48.3,101.16,Clear,Birigui
6.5,-9.7,30,9,48.3,101.08,Clear,Biguaçu
7.7,-8.5,31,4,48.3,101.01,Mainly Clear,Betim
7.7,-8.6,30,6,48.3,100.94,Mainly Clear,Bertioga
8.4,-7.7,31,4,48.3,100.89,Mainly Clear,Bento Gonçalves
7.9,-8.1,31,6,48.3,100.88,Mainly Clear,Belo Oriente
7.0,-8.2,33,7,48.3,100.87,Mainly Clear,Belo Horizonte
5.9,-8.0,36,4,25.0,100.88,Clear,Belford Roxo
4.4,-7.2,43,9,25.0,100.85,Clear,Bela Vista
2.6,-6.3,52,7,25.0,100.86,Clear,Bebedouro
2.7,-6.7,50,0,25.0,100.82,Clear,Bauru
1.5,-6.9,54,0,25.0,100.79,Clear,Batatais
0.4,-6.6,59,0,25.0,100.75,Clear,Bastos
-1.5,-7.3,65,4,25.0,100.77,Clear,Barueri
0.1,-6.9,59,0,25.0,100.7,Clear,Barroso
-1.0,-6.2,68,0,25.0,100.67,Clear,Barrinha
-1.0,-5.3,73,0,25.0,100.66,Mainly Clear,Barretos
-0.4,-4.5,74,4,25.0,100.65,Mostly Cloudy,Barreiro do Jaíba
0.5,-3.2,76,6,48.3,100.62,Cloudy,Barreiras
1.2,-3.6,70,6,48.3,100.6,Cloudy,Barra Velha
3.2,-4.5,57,11,48.3,100.53,Cloudy,Barra Mansa
3.7,-3.9,58,9,48.3,100.49,Cloudy,Barra dos Coqueiros
4.1,-2.8,61,7,48.3,100.46,Cloudy,Barra do Piraí
4.8,-0.3,70,4,24.1,100.43,Rain Showers,Barra do Garças
5.8,0.2,67,0,24.1,100.35,Rain,Barra do Bugres
5.9,0.0,66,7,24.1,100.24,Rain,Barra de São Francisco
4.7,1.1,77,9,24.1,100.2,Rain,Barra Bonita
3.8,1.5,85,19,24.1,100.14,Rain,Barra
3.0,0.7,85,17,24.1,100.1,Rain,Bariri
2.8,0.5,85,22,24.1,100.12,Rain,Barbacena
2.5,0.3,85,11,24.1,100.11,Rain,Barão de Cocais
2.6,0.2,84,0,25.0,100.14,Rain,Bandeirantes
2.6,0.2,84,11,19.3,100.18,Rain,Bambuí
2.6,0.7,87,13,16.1,100.21,Rain,Balneário Camboriú
2.5,0.7,88,13,25.0,100.22,Cloudy,Baixo Guandu
2.0,0.3,88,7,25.0,100.21,Cloudy,Bagé
0.4,-1.2,89,11,16.1,100.22,Mainly Clear,Avaré
-0.1,-1.4,91,7,9.7,100.27,Fog,Atibaia
-0.4,-1.8,90,0,12.9,100.31,Clear,Astorga
-1.4,-2.8,90,0,8.0,100.33,Fog,Assis
-1.2,-2.2,93,4,9.7,100.38,Fog,Arujá
-1.7,-2.5,94,6,25.0,100.47,Clear,Artur Nogueira
-1.8,-3.5,88,6,24.1,100.56,Clear,Arroio Grande
0.2,-2.1,84,6,48.3,100.65,Clear,Arroio do Meio
2.1,-4.5,62,13,48.3,100.69,Clear,Arraial do Cabo
3.4,-7.3,45,22,48.3,100.72,Clear,Armação de Búzios
4.5,-8.5,38,28,48.3,100.73,Clear,Arcos
4.6,-7.8,40,24,48.3,100.72,Clear,Araxá
6.2,-7.8,36,17,48.3,100.65,Clear,Araucária
6.7,-7.2,36,24,48.3,100.64,Clear,Araruama
7.3,-8.5,32,26,48.3,100.62,Clear,Araras
7.9,-10.0,27,19,48.3,100.6,Clear,Araraquara
7.9,-12.0,23,28,48.3,100.59,Clear,Araranguá
8.0,-12.2,22,30,48.3,100.61,Mainly Clear,Arapongas
6.9,-13.6,22,19,48.3,100.65,Clear,Araguari
4.9,-12.6,27,13,25.0,100.69,Clear,Aragarças
3.5,-13.1,28,13,25.0,100.75,Clear,Araçuaí
3.1,-13.0,30,11,25.0,100.78,Clear,Aracruz
0.6,-12.8,36,9,25.0,100.84,Clear,Araçoiaba da Serra
1.0,-12.8,35,13,25.0,100.83,Clear,Araci
-0.3,-11.9,41,6,25.0,100.84,Clear,Araçatuba
-1.1,-11.4,45,9,25.0,100.86,Clear,Aracaju
-0.9,-13.2,39,6,25.0,100.84,Clear,Aquidauana
-3.0,-12.0,50,9,25.0,100.87,Clear,Apucarana
-2.1,-11.8,47,13,25.0,100.92,Clear,Apiaí
-2.6,-12.4,47,6,25.0,100.99,Clear,Aparecida do Taboado
-2.0,-12.4,45,6,48.3,101.03,Clear,Aparecida
0.3,-11.3,41,11,48.3,101.09,Clear,Antonina
1.7,-11.7,36,19,48.3,101.08,Clear,Anicuns
2.5,-11.0,36,15,48.3,101.07,Clear,Angra dos Reis
4.3,-10.3,34,17,48.3,100.98,Clear,Andradina
6.4,-9.1,32,11,48.3,100.91,Mainly Clear,Andradas
7.1,-8.6,32,11,48.3,100.82,Mostly Cloudy,Anastácio
8.7,-9.1,27,11,48.3,100.76,Mostly Cloudy,Anápolis
10.0,-8.9,25,13,48.3,100.65,Mostly Cloudy,Amparo
10.9,-9.0,24,24,48.3,100.54,Mainly Clear,Américo Brasiliense
10.8,-9.1,24,30,48.3,100.51,Mainly Clear,Americana
9.7,-9.0,26,28,48.3,100.52,Mostly Cloudy,Amargosa
8.9,-9.6,26,20,48.3,100.49,Mostly Cloudy,Álvares Machado
8.4,-9.7,27,13,25.0,100.5,Cloudy,Almirante Tamandaré
7.8,-9.2,29,9,25.0,100.42,Mostly Cloudy,Almenara
7.1,-8.2,33,7,25.0,100.36,Mostly Cloudy,Alfenas
6.9,-8.5,32,11,25.0,100.34,Cloudy,Além Paraíba
6.9,-9.2,31,11,25.0,100.29,Cloudy,Alegrete
6.0,-8.2,35,9,25.0,100.22,Mostly Cloudy,Alegre
5.6,-8.6,35,4,25.0,100.2,Cloudy,Alagoinhas
6.0,-7.8,36,9,25.0,100.15,Mostly Cloudy,Aimorés
5.4,-4.1,50,11,25.0,100.05,Mostly Cloudy,Agudos
5.2,-3.6,53,7,25.0,100.01,Mostly Cloudy,Águas Vermelhas
4.6,-2.8,59,9,24.1,99.94,Mostly Cloudy,Águas de Lindóia
4.2,-3.0,59,11,48.3,99.89,Mostly Cloudy,Aguaí
4.8,-4.1,52,17,48.3,99.85,Mostly Cloudy,Adamantina
5.5,-5.9,44,20,48.3,99.83,Mostly Cloudy,Abaeté
6.5,-6.5,39,28,48.3,99.83,Mostly Cloudy,Guaíba
8.7,-3.7,41,30,48.3,99.78,Mainly Clear,Palmas
9.3,-2.6,43,28,48.3,99.75,Mainly Clear,Tefé
8.9,-2.9,43,24,48.3,99.71,Mostly Cloudy,Tarauacá
8.7,-3.5,42,33,24.1,99.71,Cloudy,Tabatinga
8.5,-3.4,43,26,24.1,99.72,Cloudy,Sena Madureira
8.0,-3.2,45,26,24.1,99.75,Cloudy,São Gabriel da Cachoeira
8.3,-3.0,45,20,24.1,99.75,Cloudy,Rio Branco
8.1,-4.6,40,26,24.1,99.81,Mostly Cloudy,Porto Velho
7.6,-4.6,42,22,24.1,99.87,Mostly Cloudy,Manaus
6.5,-3.8,48,19,24.1,99.98,Mainly Clear,Manacapuru
6.0,-3.8,49,19,25.0,100.07,Mostly Cloudy,Humaitá
4.9,-4.4,51,19,25.0,100.13,Mostly Cloudy,Fonte Boa
3.7,-4.5,55,19,25.0,100.2,Mostly Cloudy,Eirunepé
3.6,-4.6,55,19,25.0,100.24,Mostly Cloudy,Cruzeiro do Sul
3.2,-4.9,55,15,25.0,100.34,Mostly Cloudy,Coari
2.3,-5.8,55,17,25.0,100.37,Mainly Clear,Carauari
2.3,-5.9,55,11,25.0,100.4,Mostly Cloudy,Boa Vista
1.9,-4.6,62,13,25.0,100.41,Mostly Cloudy,Ariquemes
1.5,-5.2,61,17,25.0,100.47,Mostly Cloudy,Aripuanã
1.5,-6.7,54,17,25.0,100.51,Mostly Cloudy,Vilhena
1.5,-7.2,52,19,24.1,100.6,Cloudy,Pôsto Fiscal Rolim de Moura
2.3,-6.9,51,19,24.1,100.68,Mostly Cloudy,Pimenta Bueno
2.7,-6.5,51,20,24.1,100.72,Mostly Cloudy,Ouro Preto do Oeste
3.9,-6.1,48,22,24.1,100.76,Mostly Cloudy,Ji Paraná
4.5,-7.6,41,17,24.1,100.76,Mostly Cloudy,Jaru
4.8,-7.1,42,26,24.1,100.77,Mostly Cloudy,Guajará Mirim
5.2,-6.6,42,22,24.1,100.74,Mostly Cloudy,Cacoal
6.6,-5.3,42,22,24.1,100.73,Mostly Cloudy,Aparecida de Goiânia
6.7,-6.2,39,20,24.1,100.7,Mainly Clear,Campinas
7.6,-5.9,38,19,24.1,100.67,Mainly Clear,Jaboatão dos Guararapes
8.9,-5.7,35,24,48.3,100.65,Mainly Clear,Lauro de Freitas
7.7,-6.9,35,24,48.3,100.7,Mainly Clear,Pinhais
6.6,-7.0,37,20,48.3,100.75,Mostly Cloudy,Rio Preto da Eva
5.6,-7.7,38,26,25.0,100.82,Mostly Cloudy,Simões Filho
5.3,-7.9,38,19,25.0,100.87,Mostly Cloudy,Sinop
4.9,-7.7,40,19,25.0,100.88,Mostly Cloudy,Cambebba
4.4,-7.4,42,22,25.0,100.89,Mostly Cloudy,Trindade
3.5,-7.8,43,19,25.0,100.93,Mostly Cloudy,Freguesia do Ribeirao da Ilha
3.0,-8.2,44,22,25.0,100.97,Mostly Cloudy,Nassau
2.8,-8.4,43,17,25.0,100.98,Mostly Cloudy,Lucaya
2.3,-8.2,46,22,25.0,101.04,Cloudy,Freeport
1.5,-8.2,48,19,25.0,101.09,Cloudy,Thimphu
1.1,-8.3,49,17,25.0,101.13,Mostly Cloudy,Punākha
-0.1,-8.7,52,15,24.1,101.17,Mostly Cloudy,Phuntsholing
-0.5,-9.4,51,15,48.3,101.23,Mainly Clear,Tsirang
0.4,-8.9,50,15,48.3,101.3,Clear,Tonota
1.1,-8.8,48,19,48.3,101.34,Clear,Thamaga
2.1,-8.4,46,17,48.3,101.37,Clear,Serowe
3.9,-7.9,42,6,48.3,101.35,Mainly Clear,Selebi-Phikwe
5.7,-7.7,37,19,48.3,101.32,Clear,Ramotswa
6.6,-8.3,34,20,48.3,101.24,Mainly Clear,Palapye
7.6,-7.7,33,15,48.3,101.18,Clear,Mosopa
8.6,-8.5,29,9,48.3,101.13,Mainly Clear,Molepolole
9.3,-8.3,28,19,48.3,101.1,Mainly Clear,Mogoditshane
8.5,-9.3,27,28,48.3,101.08,Mostly Cloudy,Mochudi
7.7,-11.0,25,32,48.3,101.11,Mostly Cloudy,Maun
7.3,-11.6,25,19,25.0,101.16,Mostly Cloudy,Mahalapye
7.3,-11.7,24,13,25.0,101.21,Mostly Cloudy,Lobatse
6.7,-10.6,28,11,25.0,101.24,Mostly Cloudy,Letlhakane
6.7,-10.3,28,9,25.0,101.24,Cloudy,Kanye
6.8,-10.8,27,11,25.0,101.26,Cloudy,Janeng
6.1,-9.9,31,11,25.0,101.27,Cloudy,Gaborone
5.6,-9.7,32,11,25.0,101.28,Cloudy,Francistown
5.5,-10.6,30,17,25.0,101.29,Mostly Cloudy,Horad Zhodzina
3.1,-10.3,37,7,25.0,101.3,Mostly Cloudy,Zhlobin
2.4,-10.0,39,11,25.0,101.32,Mainly Clear,Vitebsk
2.5,-10.2,39,11,25.0,101.35,Mostly Cloudy,Vilyeyka
0.2,-10.4,45,7,25.0,101.39,Mainly Clear,Vawkavysk
1.5,-9.3,44,9,48.3,101.46,Mostly Cloudy,Svyetlahorsk
2.4,-10.1,39,11,48.3,101.5,Mainly Clear,Stowbtsy
4.5,-9.3,36,11,48.3,101.51,Mostly Cloudy,Smarhon’
4.5,-9.5,35,11,48.3,101.52,Mostly Cloudy,Slutsk
5.7,-8.5,35,17,48.3,101.54,Mostly Cloudy,Slonim
6.0,-9.2,33,13,48.3,101.51,Mostly Cloudy,Shchuchin
6.6,-8.1,34,11,48.3,101.47,Mostly Cloudy,Salihorsk
6.8,-7.8,34,9,48.3,101.44,Mostly Cloudy,Rahachow
7.8,-7.8,32,9,48.3,101.39,Cloudy,Rechytsa
8.0,-6.7,35,7,48.3,101.36,Mostly Cloudy,Pruzhany
8.4,-6.4,34,4,24.1,101.34,Mostly Cloudy,Polatsk
8.4,-6.3,35,9,24.1,101.35,Mostly Cloudy,Pinsk
8.0,-6.1,36,7,25.0,101.35,Mostly Cloudy,Pastavy
8.0,-5.2,39,13,25.0,101.37,Mostly Cloudy,Asipovichy
7.7,-5.4,39,15,25.0,101.43,Cloudy,Orsha
7.5,-5.2,40,17,25.0,101.41,Mostly Cloudy,Novoye Medvezhino
6.2,-5.1,44,15,25.0,101.36,Mostly Cloudy,Navapolatsk
5.9,-5.0,45,11,25.0,101.31,Mostly Cloudy,Navahrudak
5.8,-5.2,45,9,25.0,101.24,Cloudy,Minsk
4.8,-4.8,50,7,25.0,101.18,Cloudy,Mazyr
4.2,-4.5,53,4,25.0,101.11,Cloudy,Masty
3.7,-3.9,58,4,25.0,101.06,Cloudy,Mar’’ina Horka
3.7,-4.4,55,4,25.0,101.0,Cloudy,Maladzyechna
4.0,-4.5,54,7,25.0,100.95,Cloudy,Mahilyow
4.8,-4.1,52,7,48.3,100.91,Mostly Cloudy,Lyepyel’
5.7,-4.1,49,11,48.3,100.87,Mostly Cloudy,Luninyets
6.6,-3.9,47,13,48.3,100.81,Mostly Cloudy,Lida
7.4,-3.7,45,19,48.3,100.73,Mostly Cloudy,Krychaw
7.3,-4.8,42,22,48.3,100.61,Mostly Cloudy,Kalodzishchy
9.4,-3.6,40,15,48.3,100.46,Mostly Cloudy,Kobryn
10.4,-3.8,37,17,48.3,100.25,Mostly Cloudy,Kalinkavichy
11.7,-3.9,33,20,48.3,100.11,Mostly Cloudy,Ivatsevichy
12.1,-3.5,33,20,48.3,99.97,Mostly Cloudy,Hrodna
12.3,-3.8,32,22,48.3,99.86,Mostly Cloudy,Horki
12.4,-4.2,31,22,48.3,99.8,Cloudy,Gomel
12.3,-4.5,31,7,48.3,99.75,Mostly Cloudy,Hlybokaye
11.9,-4.7,31,19,25.0,99.69,Mostly Cloudy,Dzyarzhynsk
11.5,-4.9,31,17,48.3,99.64,Mostly Cloudy,Dobrush
10.9,-3.9,35,15,25.0,99.59,Mostly Cloudy,Bykhaw
10.4,-3.9,36,17,25.0,99.5,Mostly Cloudy,Byaroza
10.2,-3.7,37,19,25.0,99.42,Mostly Cloudy,Brest
8.5,-3.2,44,7,25.0,99.38,Cloudy,Horad Barysaw
7.5,-3.5,46,4,25.0,99.31,Mostly Cloudy,Baranovichi
4.8,-2.4,60,9,25.0,99.24,Cloudy,Babruysk
5.4,-1.3,62,9,25.0,99.19,Cloudy,Malinovka
5.5,-1.1,62,0,25.0,99.14,Cloudy,San Ignacio
5.7,-0.9,62,11,25.0,99.12,Cloudy,Orange Walk
5.9,-1.4,59,7,25.0,99.09,Cloudy,Belmopan
6.1,0.1,65,13,24.1,99.1,Rain,Belize City
6.3,1.5,71,13,24.1,99.11,Rain,Abbotsford
6.6,3.6,81,20,24.1,99.05,Rain,Airdrie
7.4,1.6,67,19,24.1,99.05,Rain,Ajax
7.0,2.3,72,28,24.1,99.07,Rain,Alma
7.4,2.8,73,24,24.1,99.1,Rain,Amos
7.9,4.1,77,17,24.1,99.07,Rain,Anmore
8.8,2.6,65,17,24.1,99.08,Rain,Baie-Comeau
9.0,1.3,58,19,24.1,99.11,Rain,Barrie
8.6,0.7,58,22,24.1,99.14,Cloudy,Beaconsfield
8.7,0.2,55,17,24.1,99.19,Cloudy,Belleville
8.3,1.0,60,22,24.1,99.24,Cloudy,Beloeil
6.2,2.2,76,30,24.1,99.31,Rain Showers,Blainville
6.4,1.7,72,28,25.0,99.34,Cloudy,Boisbriand
5.7,1.4,74,19,25.0,99.4,Mostly Cloudy,Boucherville
5.8,1.4,73,22,25.0,99.43,Cloudy,Bradford West Gwillimbury
5.4,1.3,75,19,25.0,99.42,Cloudy,Brampton
5.3,0.9,73,20,25.0,99.42,Mostly Cloudy,Brandon
5.1,1.7,79,19,25.0,99.43,Cloudy,Brant
4.9,2.2,83,20,25.0,99.41,Cloudy,Brantford
4.6,1.8,82,19,25.0,99.4,Mostly Cloudy,Brockville
4.3,1.6,83,17,25.0,99.37,Mostly Cloudy,Brossard
4.0,1.5,84,13,25.0,99.39,Mostly Cloudy,Burlington
4.0,1.6,84,9,24.1,99.39,Cloudy,Burnaby
4.3,1.7,83,9,24.1,99.45,Mostly Cloudy,Calgary
5.0,1.5,78,9,24.1,99.48,Cloudy,Cambridge
5.3,1.5,76,17,24.1,99.51,Rain Showers,Campbell River
5.7,1.8,76,15,24.1,99.53,Mostly Cloudy,Camrose
6.9,0.9,66,20,24.1,99.56,Mostly Cloudy,Candiac
6.9,2.5,74,15,24.1,99.58,Rain Showers,Chambly
8.0,0.5,59,19,24.1,99.58,Cloudy,Charlottetown
8.8,1.0,58,22,24.1,99.6,Mostly Cloudy,Châteauguay
7.6,2.4,70,33,16.1,99.63,Rain Showers,Chilliwack
6.2,3.2,81,19,24.1,99.71,Rain Showers,Clarence-Rockland
6.7,2.9,77,20,24.1,99.77,Mostly Cloudy,Cobourg
6.8,2.4,73,19,24.1,99.83,Mostly Cloudy,Cochrane
6.0,2.5,78,24,24.1,99.91,Mostly Cloudy,Collingwood
5.8,2.3,78,19,25.0,100.01,Mostly Cloudy,Conception Bay South
5.2,1.8,79,20,25.0,100.12,Mostly Cloudy,Coquitlam
5.1,2.3,82,22,25.0,100.15,Mostly Cloudy,Corner Brook
4.4,1.9,84,11,25.0,100.16,Mostly Cloudy,Cornwall
4.7,2.4,85,15,25.0,100.21,Mostly Cloudy,Côte-Saint-Luc
4.3,1.9,84,17,25.0,100.24,Mostly Cloudy,Courtenay
4.0,1.7,85,9,25.0,100.26,Mostly Cloudy,Cranbrook
3.2,1.4,88,11,25.0,100.26,Mostly Cloudy,Dartmouth
3.0,1.3,89,0,25.0,100.3,Mostly Cloudy,Delta
1.6,0.1,90,0,25.0,100.34,Mainly Clear,Deux-Montagnes
0.7,-0.8,90,6,24.1,100.4,Mostly Cloudy,Dieppe
2.4,0.8,89,6,24.1,100.5,Mostly Cloudy,Dollard-Des Ormeaux
3.2,1.2,87,4,24.1,100.58,Cloudy,Dorval
4.6,1.7,81,4,24.1,100.65,Cloudy,Drummondville
6.1,1.4,72,0,24.1,100.72,Cloudy,Duncan
6.7,2.2,73,4,24.1,100.76,Mostly Cloudy,Edmonton
6.7,2.0,72,11,24.1,100.78,Cloudy,Etobicoke
8.8,2.5,65,9,24.1,100.76,Mainly Clear,Fort Erie
11.0,1.9,53,4,24.1,100.74,Mostly Cloudy,Fort McMurray
8.4,0.3,57,32,24.1,100.79,Rain Showers,Fort St. John
7.5,3.1,74,7,24.1,100.79,Mostly Cloudy,Fredericton
9.5,1.4,57,20,24.1,100.82,Mostly Cloudy,Gatineau
9.3,1.3,57,33,24.1,100.91,Rain Showers,Glace Bay
8.4,-0.2,55,17,24.1,100.92,Mainly Clear,Granby
6.4,-0.4,62,11,24.1,101.0,Mainly Clear,Grande Prairie
7.4,0.8,63,13,25.0,101.07,Mostly Cloudy,Greater Sudbury
6.9,0.9,66,7,25.0,101.08,Mostly Cloudy,Greater Napanee
3.3,-0.9,74,11,25.0,101.09,Mostly Cloudy,Guelph
6.6,-0.3,61,13,25.0,101.11,Mostly Cloudy,Hamilton
5.5,-1.5,61,13,25.0,101.14,Mainly Clear,Huntsville
5.8,-2.2,56,15,25.0,101.15,Mostly Cloudy,Joliette
4.8,-2.6,59,17,25.0,101.18,Mainly Clear,Kamloops
4.3,-2.8,60,13,25.0,101.21,Mostly Cloudy,Kelowna
3.1,-3.0,64,13,25.0,101.24,Mainly Clear,Keswick
3.8,-2.9,62,15,24.1,101.3,Mostly Cloudy,Kingston
3.5,-2.9,63,13,48.3,101.36,Mainly Clear,Kirkland
4.0,-2.3,63,6,48.3,101.43,Mainly Clear,Kitchener
6.5,-2.1,54,13,48.3,101.46,Mostly Cloudy,Langford
7.7,-1.8,51,13,48.3,101.5,Mostly Cloudy,Langley
8.7,-1.4,49,9,48.3,101.51,Mostly Cloudy,Langley
9.8,-1.2,46,9,48.3,101.46,Mostly Cloudy,La Prairie
10.4,-1.5,43,4,48.3,101.42,Mostly Cloudy,L'Assomption
10.0,-1.0,46,15,48.3,101.4,Mostly Cloudy,Laval
10.3,-1.1,45,13,48.3,101.38,Mostly Cloudy,Leduc
11.3,-1.4,41,15,48.3,101.33,Mostly Cloudy,Lethbridge
12.4,-1.8,37,15,48.3,101.32,Mostly Cloudy,Lloydminster
11.4,-1.5,41,11,48.3,101.32,Mainly Clear,London
11.3,-2.2,39,17,48.3,101.33,Mainly Clear,Longueuil
9.9,-1.8,44,11,48.3,101.34,Mainly Clear,Magog
9.1,-1.1,49,7,25.0,101.38,Mainly Clear,Maple Ridge
6.6,-0.8,59,0,25.0,101.39,Mainly Clear,Markham
6.7,-0.6,60,4,25.0,101.44,Clear,Mascouche
5.9,-2.2,56,11,25.0,101.47,Clear,Medicine Hat
4.6,-4.0,54,11,25.0,101.49,Clear,Midland
4.0,-5.1,51,11,25.0,101.48,Clear,Milton
2.0,-5.4,58,6,25.0,101.5,Clear,Mirabel
1.5,-5.1,61,9,25.0,101.52,Clear,Miramichi
1.2,-4.5,66,6,25.0,101.56,Clear,Mississauga
1.3,-4.1,67,6,48.3,101.6,Clear,Moncton
1.8,-3.4,68,6,48.3,101.67,Clear,Montréal
4.1,-2.1,64,7,48.3,101.75,Mainly Clear,Mont-Royal
6.1,-1.5,58,7,48.3,101.77,Mainly Clear,Mont-Saint-Hilaire
8.0,-0.8,54,13,48.3,101.73,Mainly Clear,Moose Jaw
9.8,-1.8,44,17,48.3,101.69,Mainly Clear,Mount Pearl
12.2,-1.0,40,19,48.3,101.6,Mainly Clear,Nanaimo
13.5,-3.0,32,24,48.3,101.52,Mainly Clear,New Glasgow
14.7,-6.1,23,24,48.3,101.48,Mainly Clear,Newmarket
15.0,-5.6,24,22,48.3,101.36,Mainly Clear,New Westminster
15.9,-4.9,24,32,48.3,101.27,Mainly Clear,Niagara Falls
16.1,-5.2,23,30,48.3,101.22,Mostly Cloudy,Norfolk County
15.0,-4.3,26,28,48.3,101.22,Cloudy,North Battleford
14.3,-5.1,26,22,48.3,101.24,Cloudy,North Bay
13.6,-6.8,24,19,48.3,101.25,Mostly Cloudy,North Cowichan
12.2,-5.9,28,15,25.0,101.31,Mostly Cloudy,North Vancouver
11.7,-5.1,30,19,25.0,101.32,Mainly Clear,North York
10.3,-1.3,44,20,25.0,101.36,Mainly Clear,Oak Bay
9.1,-1.3,48,20,25.0,101.37,Mainly Clear,Oakville
7.9,-1.6,51,22,25.0,101.35,Clear,Orangeville
